Generation,Solver,Run,Width,Height,InitInfected,InfProb,RecProb,Seed,Ticks,TotalTimeNs,AvgStepNs,MaxStepNs,MinStepNs
gen2,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,1000,1000,5,0.10000,0.05000,Random,3532,6795527000,1923988,27459300,1564400
gen2,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,1000,1000,5,0.10000,0.05000,Random,3485,6296965700,1806876,12350800,1570700
gen3,Simple_Parallel_Grid_SIR_Solver_12_threads_,1,1000,1000,5,0.10000,0.05000,123456789,3019,5699231100,1887787,42723600,1504500
gen3,Simple_Parallel_Grid_SIR_Solver_12_threads_,2,1000,1000,5,0.10000,0.05000,123456789,3022,5703063400,1887181,2751800,1587300
gen3,Simple_Parallel_Grid_SIR_Solver_12_threads_,3,1000,1000,5,0.10000,0.05000,123456789,3023,6018130600,1990780,5920900,1605700
gen3,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,1000,1000,5,0.10000,0.05000,123456789,3022,6081335300,2012354,25383200,1651400
gen3,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,1000,1000,5,0.10000,0.05000,123456789,2994,5803995000,1938542,4373800,1644600
gen4,Simple_Parallel_Grid_SIR_Solver_12_threads_,1,1000,1000,5,0.10000,0.05000,123456789,3063,5809445300,1896652,39678300,1431500
gen4,Simple_Parallel_Grid_SIR_Solver_12_threads_,2,1000,1000,5,0.10000,0.05000,123456789,2965,5472455500,1845684,7433700,1573800
gen4,Simple_Parallel_Grid_SIR_Solver_12_threads_,3,1000,1000,5,0.10000,0.05000,123456789,3004,5506410300,1833026,7113200,1559200
gen4,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,1000,1000,5,0.10000,0.05000,123456789,3023,5687511800,1881413,48857200,1604100
gen4,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,1000,1000,5,0.10000,0.05000,123456789,2989,5518754600,1846354,5230000,1577500
gen5,Simple_Parallel_Grid_SIR_Solver_12_threads_,1,2000,2000,5,0.10000,0.05000,123456789,7891,64877075500,8221654,46647300,6596600
gen5,Simple_Parallel_Grid_SIR_Solver_12_threads_,2,2000,2000,5,0.10000,0.05000,123456789,8024,66733243900,8316705,18056300,7559900
gen5,Simple_Parallel_Grid_SIR_Solver_12_threads_,3,2000,2000,5,0.10000,0.05000,123456789,7937,66034959900,8319889,13052900,7702900
gen5,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,2000,2000,5,0.10000,0.05000,123456789,7832,64581343100,8245830,14560500,7568700
gen5,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,2000,2000,5,0.10000,0.05000,123456789,7878,64792413200,8224474,12068200,7521200
gen6,Simple_Parallel_Grid_SIR_Solver_12_threads_,1,500,500,5,0.10000,0.05000,123456789,2186,1221739300,558892,15788700,431900
gen6,Simple_Parallel_Grid_SIR_Solver_12_threads_,2,500,500,5,0.10000,0.05000,123456789,2076,968790800,466662,1122100,415100
gen6,Simple_Parallel_Grid_SIR_Solver_12_threads_,3,500,500,5,0.10000,0.05000,123456789,2132,1036696800,486255,1070800,431200
gen6,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,500,500,5,0.10000,0.05000,123456789,2122,1032637200,486633,1615300,423700
gen6,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,500,500,5,0.10000,0.05000,123456789,2156,1063560200,493302,5547900,435700
gen7,Simple_Parallel_Grid_SIR_Solver_12_threads_,1,250,250,5,0.10000,0.05000,123456789,1285,338734300,263606,5775700,118800
gen7,Simple_Parallel_Grid_SIR_Solver_12_threads_,2,250,250,5,0.10000,0.05000,123456789,1164,185471600,159339,650600,118500
gen7,Simple_Parallel_Grid_SIR_Solver_12_threads_,3,250,250,5,0.10000,0.05000,123456789,1234,189056500,153206,789300,120800
gen7,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,250,250,5,0.10000,0.05000,123456789,1327,207783000,156581,605000,120700
gen7,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,250,250,5,0.10000,0.05000,123456789,1309,202430400,154645,676700,119800
gen8,Simple_Parallel_Grid_SIR_Solver_12_threads_,1,750,750,5,0.10000,0.05000,123456789,2152,2312039500,1074367,25268600,816900
gen8,Simple_Parallel_Grid_SIR_Solver_12_threads_,2,750,750,5,0.10000,0.05000,123456789,2155,2220408200,1030351,1515500,915200
gen8,Simple_Parallel_Grid_SIR_Solver_12_threads_,3,750,750,5,0.10000,0.05000,123456789,2125,2189332100,1030273,1684500,907100
gen8,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,750,750,5,0.10000,0.05000,123456789,2092,2188898400,1046318,1611800,920200
gen8,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,750,750,5,0.10000,0.05000,123456789,2125,2162262600,1017535,1484300,900700
gen9,Simple_Parallel_Grid_SIR_Solver_12_threads_,1,1250,1250,5,0.10000,0.05000,123456789,5844,18881659100,3230947,63910900,2721400
gen9,Simple_Parallel_Grid_SIR_Solver_12_threads_,2,1250,1250,5,0.10000,0.05000,123456789,5818,18438181500,3169161,16435700,2682500
gen9,Simple_Parallel_Grid_SIR_Solver_12_threads_,3,1250,1250,5,0.10000,0.05000,123456789,5742,17378663200,3026587,4432600,2597700
gen9,Simple_Parallel_Grid_SIR_Solver_12_threads_,4,1250,1250,5,0.10000,0.05000,123456789,5868,19334995500,3294989,11509500,2733100
gen9,Simple_Parallel_Grid_SIR_Solver_12_threads_,5,1250,1250,5,0.10000,0.05000,123456789,5837,18528940100,3174394,21098400,2733100
